Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,62.14,62.14,61.17,61.67,54.81,1338000
2010-01-05,61.59,61.86,59.55,60.21,53.52,3081500
2010-01-06,60.39,61.02,58.92,59.42,52.81,2491700
2010-01-07,59.42,60.47,59.42,59.95,53.28,1340000
2010-01-08,59.94,60.47,59.78,60.46,53.74,865300
2010-01-11,61.97,61.97,58.54,59.63,53.0,1536800
2010-01-12,59.42,60.34,59.25,59.42,52.81,1381700
2010-01-13,59.61,60.36,59.61,60.18,53.49,660000
2010-01-14,60.26,60.71,60.13,60.53,53.8,1073400
2010-01-15,60.27,60.27,59.17,59.19,52.61,1671600
2010-01-19,58.88,59.42,58.3,59.37,52.77,1167600
2010-01-20,59.04,59.04,58.44,58.79,52.25,1014700
2010-01-21,58.7,59.52,58.37,58.61,52.09,1583200
2010-01-22,58.63,59.19,57.86,58.0,51.55,1871200
2010-01-25,58.52,59.39,58.26,58.92,52.37,2043600
2010-01-26,62.8,64.3,62.56,62.83,55.84,6087100
2010-01-27,62.83,64.06,62.28,63.87,56.77,2272100
2010-01-28,64.08,64.08,63.13,63.58,56.51,1580300
2010-01-29,63.66,64.63,63.08,63.35,56.31,2061500
2010-02-01,63.77,64.75,63.5,64.62,57.43,1190500
2010-02-02,64.85,65.62,63.8,65.56,58.27,1478800
2010-02-03,65.33,65.33,63.95,64.25,57.11,1536300
2010-02-04,64.13,64.17,63.49,63.85,56.75,1525500
2010-02-05,64.02,64.25,62.86,63.9,56.79,1376000
2010-02-08,63.98,64.1,63.11,63.2,56.17,1269800
2010-02-09,63.64,64.41,63.47,63.77,56.68,1605700
2010-02-10,63.6,63.65,62.6,62.98,55.98,1752100
2010-02-11,62.99,63.78,62.9,63.73,56.64,1052700
2010-02-12,63.16,64.04,62.65,63.95,56.84,1042100
2010-02-16,64.25,64.8,64.18,64.54,57.36,748200
2010-02-17,64.91,65.42,64.83,65.04,57.81,740100
2010-02-18,65.09,65.34,64.31,65.23,57.98,714100
2010-02-19,64.95,65.64,64.8,65.37,58.1,739100
2010-02-22,65.52,65.74,64.67,64.81,57.6,933300
2010-02-23,64.47,65.03,64.06,64.13,57.0,789800
2010-02-24,64.1,64.57,63.86,64.39,57.55,646200
2010-02-25,63.81,64.4,63.34,64.34,57.51,827000
2010-02-26,64.41,64.45,63.33,63.38,56.65,1090500
2010-03-01,63.6,63.98,63.04,63.74,56.97,853600
2010-03-02,64.17,64.23,63.65,64.08,57.28,660200
2010-03-03,64.29,64.41,63.85,64.01,57.21,948700
2010-03-04,64.2,65.15,64.13,64.73,57.86,1065000
2010-03-05,65.11,65.33,64.77,65.16,58.24,707500
2010-03-08,65.32,65.56,64.97,65.26,58.33,954800
2010-03-09,64.91,65.99,64.91,65.5,58.55,681500
2010-03-10,65.39,65.39,64.4,64.7,57.83,1266900
2010-03-11,65.27,65.27,63.89,65.25,58.32,1245200
2010-03-12,65.44,65.67,65.04,65.54,58.58,719400
2010-03-15,65.6,65.65,65.09,65.61,58.64,648600
2010-03-16,65.7,65.7,64.52,65.07,58.16,861500
2010-03-17,65.12,66.17,64.94,65.76,58.78,1222100
2010-03-18,65.68,66.1,65.28,65.28,58.35,1055900
2010-03-19,65.3,65.57,65.03,65.3,58.37,2041100
2010-03-22,65.11,66.15,64.84,65.76,58.78,1189200
2010-03-23,65.77,66.52,65.43,66.46,59.4,863400
2010-03-24,66.32,66.46,65.56,65.85,58.86,818200
2010-03-25,66.2,67.09,65.87,66.4,59.35,1722700
2010-03-26,66.64,67.16,66.5,66.84,59.74,887800
2010-03-29,67.13,67.39,66.84,67.01,59.9,550800
2010-03-30,67.04,67.41,66.94,66.97,59.86,818300
2010-03-31,66.8,68.03,66.63,67.68,60.49,1107600
2010-04-01,67.81,68.82,67.81,68.25,61.0,988300
2010-04-05,68.18,69.13,68.08,68.99,61.67,953800
2010-04-06,68.75,69.93,68.4,69.87,62.45,1132400
2010-04-07,69.78,70.24,69.24,69.85,62.43,1879300
2010-04-08,69.31,71.26,68.92,70.84,63.32,3189900
2010-04-09,70.91,71.32,70.2,71.21,63.65,1382300
2010-04-12,71.36,72.78,71.02,72.31,64.63,2499200
2010-04-13,71.96,72.38,71.79,72.33,64.65,2320700
2010-04-14,72.51,72.81,71.77,72.79,65.06,1394600
2010-04-15,72.64,73.65,72.38,73.49,65.69,1264100
2010-04-16,73.36,73.52,72.63,72.96,65.21,1705400
2010-04-19,72.35,73.18,72.14,73.17,65.4,1101200
2010-04-20,73.32,74.14,73.23,73.98,66.13,1391800
2010-04-21,73.73,74.68,73.73,74.31,66.42,1739700
2010-04-22,73.11,79.55,73.11,79.33,70.91,4325000
2010-04-23,78.03,79.65,77.84,79.54,71.09,2086600
2010-04-26,79.71,80.33,79.1,79.94,71.45,1202500
2010-04-27,79.06,80.21,78.41,79.41,70.98,2239300
2010-04-28,79.56,79.73,78.89,79.32,70.9,2146000
2010-04-29,79.79,79.86,78.86,79.15,70.75,1377800
2010-04-30,79.29,79.64,78.02,78.07,69.78,1456500
2010-05-03,78.18,80.22,77.78,80.01,71.52,1210100
2010-05-04,79.36,79.36,77.84,78.45,70.12,1163700
2010-05-05,77.78,78.39,76.66,77.05,68.87,1881400
2010-05-06,76.77,77.72,73.67,76.33,68.23,2297900
2010-05-07,76.25,78.02,75.48,75.95,67.89,3197900
2010-05-10,77.34,79.53,77.34,79.45,71.01,1466400
2010-05-11,78.52,80.49,78.41,79.48,71.04,995400
2010-05-12,79.81,80.53,79.78,80.42,71.88,1287200
2010-05-13,80.04,80.23,77.97,78.22,69.92,1272000
2010-05-14,77.88,78.45,77.07,77.74,69.49,1579200
2010-05-17,78.19,79.24,77.4,79.12,70.72,1848700
2010-05-18,79.59,79.67,77.77,78.08,69.79,1032800
2010-05-19,77.25,78.2,76.39,77.93,69.98,1847500
2010-05-20,76.55,76.84,75.04,75.4,67.71,2001900
2010-05-21,74.82,76.28,74.0,75.72,67.99,2450100
2010-05-24,74.05,77.05,74.03,75.88,68.14,1794900
2010-05-25,74.6,75.88,73.79,75.52,67.81,1771000
2010-05-26,76.41,76.91,74.78,75.06,67.4,2454600
2010-05-27,76.26,77.12,75.45,77.1,69.23,1398700
2010-05-28,76.98,77.24,75.99,76.63,68.81,1370400
2010-06-01,76.01,78.23,76.01,76.4,68.6,1394900
2010-06-02,76.55,77.48,76.12,77.25,69.37,1539300
2010-06-03,77.37,77.79,76.32,76.88,69.04,855800
2010-06-04,75.83,76.1,74.67,74.91,67.27,1838400
2010-06-07,74.82,75.26,73.6,73.6,66.09,2361900
2010-06-08,73.56,73.97,72.78,73.87,66.33,2099100
2010-06-09,74.47,75.23,73.82,74.09,66.53,1243800
2010-06-10,75.07,76.3,74.7,76.17,68.4,1120100
2010-06-11,75.8,76.64,75.4,76.64,68.82,936100
2010-06-14,76.79,77.98,76.58,76.63,68.81,806300
2010-06-15,77.09,77.92,76.87,77.92,69.97,1183100
2010-06-16,77.69,78.4,76.85,77.24,69.36,906000
2010-06-17,77.62,77.65,76.01,76.6,68.78,979100
2010-06-18,76.89,77.09,75.98,76.18,68.41,2365500
